ACB	17939.993963
ASW	17150.137312
CDX	12255.652372
CEU	11490.672741
CHB	13038.180071
CHS	11962.133624
CLM	10862.696703
FIN	9648.177725
GBR	11314.802435
GIH	12990.359505
IBS	11635.830405
JPT	11600.019740
KHV	12339.783775
LWK	18861.336542
MKK	16951.674498
MXL	9995.936127
PEL	8315.793426
PUR	11946.510129
TSI	12787.027208
YRI	15898.782067
